play_name,character,act,scene,sentence,text,tokens,sentiment_score
The Jew of Malta,BARABAS,ACT I.,none,1,"Go tell 'em the Jew of Malta sent thee, man:","['Go', 'tell', ""'em"", 'Jew', 'Malta', 'sent', 'man']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,"Tush, who amongst 'em knows not Barabas?","['Tush', 'amongst', ""'em"", 'knows', 'Barabas']",0.0
The Jew of Malta,MERCHANT,ACT I.,none,1,I go.,['go'],0.0
The Jew of Malta,BARABAS,ACT I.,none,1,"So, then, there's somewhat come.","['somewhat', 'come']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,"Sirrah, which of my ships art thou master of?","['Sirrah', 'ships', 'master']",0.0
The Jew of Malta,MERCHANT,ACT I.,none,1,"Of the Speranza, sir.","['Speranza', 'sir']",0.0
The Jew of Malta,BARABAS,ACT I.,none,1,And saw'st thou not,"[""saw'st""]",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,Mine argosy at Alexandria?,"['argosy', 'Alexandria']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,"Thou couldst not come from Egypt, or by Caire,","['come', 'Egypt', 'Caire']",0.0
The Jew of Malta,BARABAS,ACT I.,none,4,"But at the entry there into the sea,","['entry', 'sea']",0.0
The Jew of Malta,BARABAS,ACT I.,none,5,"Where Nilus pays his tribute to the main,","['Nilus', 'pays', 'tribute', 'main']",0.0
The Jew of Malta,BARABAS,ACT I.,none,6,Thou needs must sail by Alexandria.,"['needs', 'must', 'sail', 'Alexandria']",0.0
The Jew of Malta,MERCHANT,ACT I.,none,1,"I neither saw them, nor inquir'd of them:","['neither', 'saw', 'inquir']",0.0
The Jew of Malta,MERCHANT,ACT I.,none,2,"But this we heard some of our seamen say,","['heard', 'seamen', 'say']",0.0
The Jew of Malta,MERCHANT,ACT I.,none,3,They wonder'd how you durst with so much wealth,"['wonder', 'durst', 'much', 'wealth']",0.539
The Jew of Malta,MERCHANT,ACT I.,none,4,"Trust such a crazed vessel, and so far.","['Trust', 'crazed', 'vessel', 'far']",0.4215
The Jew of Malta,BARABAS,ACT I.,none,1,"Tush, they are wise!  I know her and her strength.","['Tush', 'wise', 'know', 'strength']",0.7644
The Jew of Malta,BARABAS,ACT I.,none,2,"But go, go thou thy ways, discharge thy ship,","['go', 'go', 'ways', 'discharge', 'ship']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,And bid my factor bring his loading in.,"['bid', 'factor', 'bring', 'loading']",0.0
The Jew of Malta,BARABAS,ACT I.,none,4,And yet I wonder at this argosy.,"['yet', 'wonder', 'argosy']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,1,"Thine argosy from Alexandria,","['argosy', 'Alexandria']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,2,"Know, Barabas, doth ride in Malta-road,","['Know', 'Barabas', 'doth', 'ride', 'Malta-road']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,3,"Laden with riches, and exceeding store","['Laden', 'riches', 'exceeding', 'store']",0.5267
The Jew of Malta,SECOND MERCHANT,ACT I.,none,4,"Of Persian silks, of gold, and orient pearl.","['Persian', 'silks', 'gold', 'orient', 'pearl']",0.0
The Jew of Malta,BARABAS,ACT I.,none,1,How chance you came not with those other ships,"['chance', 'came', 'ships']",0.25
The Jew of Malta,BARABAS,ACT I.,none,2,That sail'd by Egypt?,"['sail', 'Egypt']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,1,"Sir, we saw 'em not.","['Sir', 'saw', ""'em""]",0.0
The Jew of Malta,BARABAS,ACT I.,none,1,Belike they coasted round by Candy-shore,"['Belike', 'coasted', 'round', 'Candy-shore']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,About their oils or other businesses.,"['oils', 'businesses']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,But 'twas ill done of you to come so far,"[""'t"", 'ill', 'done', 'come', 'far']",-0.5719
The Jew of Malta,BARABAS,ACT I.,none,4,Without the aid or conduct of their ships.,"['Without', 'aid', 'conduct', 'ships']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,1,"Sir, we were wafted by a Spanish fleet,","['Sir', 'wafted', 'Spanish', 'fleet']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,2,"That never left us till within a league,","['never', 'left', 'till', 'within', 'league']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,3,That had the galleys of the Turk in chase.,"['galleys', 'Turk', 'chase']",0.0
The Jew of Malta,BARABAS,ACT I.,none,1,"O, they were going up to Sicily.","['going', 'Sicily']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,"Well, go,","['Well', 'go']",0.2732
The Jew of Malta,BARABAS,ACT I.,none,3,"And bid the merchants and my men despatch,","['bid', 'merchants', 'men', 'despatch']",0.0
The Jew of Malta,BARABAS,ACT I.,none,4,"And come ashore, and see the fraught discharg'd.","['come', 'ashore', 'see', 'fraught', 'discharg']",0.0
The Jew of Malta,SECOND MERCHANT,ACT I.,none,1,I go.,['go'],0.0
The Jew of Malta,BARABAS,ACT I.,none,1,"Thus trolls our fortune in by land and sea,","['Thus', 'trolls', 'fortune', 'land', 'sea']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,And thus are we on every side enrich'd:,"['thus', 'every', 'side', 'enrich']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,"These are the blessings promis'd to the Jews,","['blessings', 'promis', 'Jews']",0.5423
The Jew of Malta,BARABAS,ACT I.,none,4,And herein was old Abraham's happiness:,"['herein', 'old', 'Abraham', 'happiness']",0.5574
The Jew of Malta,BARABAS,ACT I.,none,5,What more may heaven do for earthly man,"['may', 'heaven', 'earthly', 'man']",0.5542
The Jew of Malta,BARABAS,ACT I.,none,6,"Than thus to pour out plenty in their laps,","['thus', 'pour', 'plenty', 'laps']",0.0
The Jew of Malta,BARABAS,ACT I.,none,7,"Ripping the bowels of the earth for them,","['Ripping', 'bowels', 'earth']",0.0
The Jew of Malta,BARABAS,ACT I.,none,8,"Making the sea their servants, and the winds","['Making', 'sea', 'servants', 'winds']",0.0
The Jew of Malta,BARABAS,ACT I.,none,9,To drive their substance with successful blasts?,"['drive', 'substance', 'successful', 'blasts']",0.5859
The Jew of Malta,BARABAS,ACT I.,none,10,Who hateth me but for my happiness?,"['hateth', 'happiness']",0.7096
The Jew of Malta,BARABAS,ACT I.,none,11,Or who is honour'd now but for his wealth?,"['honour', 'wealth']",0.6486
The Jew of Malta,BARABAS,ACT I.,none,12,"Rather had I, a Jew, be hated thus,","['Rather', 'Jew', 'hated', 'thus']",-0.6369
The Jew of Malta,BARABAS,ACT I.,none,13,Than pitied in a Christian poverty;,"['pitied', 'Christian', 'poverty']",-0.6808
The Jew of Malta,BARABAS,ACT I.,none,14,"For I can see no fruits in all their faith,","['see', 'fruits', 'faith']",0.1531
The Jew of Malta,BARABAS,ACT I.,none,15,"But malice, falsehood, and excessive pride,","['malice', 'falsehood', 'excessive', 'pride']",0.4767
The Jew of Malta,BARABAS,ACT I.,none,16,Which methinks fits not their profession.,"['methinks', 'fits', 'profession']",0.0
The Jew of Malta,BARABAS,ACT I.,none,17,"Haply some hapless man hath conscience,","['Haply', 'hapless', 'man', 'conscience']",-0.34
The Jew of Malta,BARABAS,ACT I.,none,18,And for his conscience lives in beggary.,"['conscience', 'lives', 'beggary']",0.0
The Jew of Malta,BARABAS,ACT I.,none,19,They say we are a scatter'd nation:,"['say', 'scatter', 'nation']",0.0
The Jew of Malta,BARABAS,ACT I.,none,20,I cannot tell; but we have scambled up,"['tell', 'scambled']",0.0
The Jew of Malta,BARABAS,ACT I.,none,21,More wealth by far than those that brag of faith:,"['wealth', 'far', 'brag', 'faith']",0.7425
The Jew of Malta,BARABAS,ACT I.,none,22,"There's Kirriah Jairim, the great Jew of Greece,","['Kirriah', 'Jairim', 'great', 'Jew', 'Greece']",0.6249
The Jew of Malta,BARABAS,ACT I.,none,23,"Obed in Bairseth, Nones in Portugal,","['Obed', 'Bairseth', 'Nones', 'Portugal']",0.0
The Jew of Malta,BARABAS,ACT I.,none,24,"Myself in Malta, some in Italy,","['Malta', 'Italy']",0.0
The Jew of Malta,BARABAS,ACT I.,none,25,"Many in France, and wealthy every one;","['Many', 'France', 'wealthy', 'every', 'one']",0.3612
The Jew of Malta,BARABAS,ACT I.,none,26,"Ay, wealthier far than any Christian.","['Ay', 'wealthier', 'far', 'Christian']",0.4939
The Jew of Malta,BARABAS,ACT I.,none,27,I must confess we come not to be kings:,"['must', 'confess', 'come', 'kings']",0.0
The Jew of Malta,BARABAS,ACT I.,none,28,"That's not our fault:  alas, our number's few!","['fault', 'number']",0.521
The Jew of Malta,BARABAS,ACT I.,none,29,"And crowns come either by succession,","['crowns', 'come', 'either', 'succession']",0.2023
The Jew of Malta,BARABAS,ACT I.,none,30,"Or urg'd by force; and nothing violent,","['urg', 'force', 'nothing', 'violent']",0.4847
The Jew of Malta,BARABAS,ACT I.,none,31,"Oft have I heard tell, can be permanent.","['Oft', 'heard', 'tell', 'permanent']",0.0
The Jew of Malta,BARABAS,ACT I.,none,32,"Give us a peaceful rule; make Christians kings,","['Give', 'peaceful', 'rule', 'make', 'Christians', 'kings']",0.4939
The Jew of Malta,BARABAS,ACT I.,none,33,That thirst so much for principality.,"['thirst', 'much', 'principality']",0.0
The Jew of Malta,BARABAS,ACT I.,none,34,"I have no charge, nor many children,","['charge', 'many', 'children']",-0.296
The Jew of Malta,BARABAS,ACT I.,none,35,"But one sole daughter, whom I hold as dear","['one', 'sole', 'daughter', 'hold', 'dear']",0.5267
The Jew of Malta,BARABAS,ACT I.,none,36,As Agamemnon did his Iphigen;,"['Agamemnon', 'Iphigen']",0.0
The Jew of Malta,BARABAS,ACT I.,none,37,And all I have is hers.?But who comes here?,"['\x94But', 'comes']",0.0
The Jew of Malta,FIRST JEW,ACT I.,none,1,"Tush, tell not me; 'twas done of policy.","['Tush', 'tell', ""'t"", 'done', 'policy']",0.0
The Jew of Malta,SECOND JEW,ACT I.,none,1,"Come, therefore, let us go to Barabas;","['Come', 'therefore', 'let', 'go', 'Barabas']",0.0
The Jew of Malta,SECOND JEW,ACT I.,none,2,For he can counsel best in these affairs:,"['counsel', 'best', 'affairs']",0.6369
The Jew of Malta,SECOND JEW,ACT I.,none,3,And here he comes.,['comes'],0.0
The Jew of Malta,BARABAS,ACT I.,none,1,"Why, how now, countrymen!",['countrymen'],0.0
The Jew of Malta,BARABAS,ACT I.,none,2,Why flock you thus to me in multitudes?,"['flock', 'thus', 'multitudes']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,What accident's betided to the Jews?,"['accident', 'betided', 'Jews']",0.0
The Jew of Malta,FIRST JEW,ACT I.,none,1,"A fleet of warlike galleys, Barabas,","['fleet', 'warlike', 'galleys', 'Barabas']",0.0
The Jew of Malta,FIRST JEW,ACT I.,none,2,"Are come from Turkey, and lie in our road:","['come', 'Turkey', 'lie', 'road']",0.0
The Jew of Malta,FIRST JEW,ACT I.,none,3,And they this day sit in the council-house,"['day', 'sit', 'council-house']",0.0
The Jew of Malta,FIRST JEW,ACT I.,none,4,To entertain them and their embassy.,"['entertain', 'embassy']",0.3182
The Jew of Malta,BARABAS,ACT I.,none,1,"Why, let 'em come, so they come not to war;","['let', ""'em"", 'come', 'come', 'war']",0.4847
The Jew of Malta,BARABAS,ACT I.,none,2,"Or let 'em war, so we be conquerors.","['let', ""'em"", 'war', 'conquerors']",-0.5994
The Jew of Malta,BARABAS,ACT I.,none,3,"Nay, let 'em combat, conquer, and kill all,","['Nay', 'let', ""'em"", 'combat', 'conquer', 'kill']",-0.7964
The Jew of Malta,BARABAS,ACT I.,none,4,"So they spare me, my daughter, and my wealth.","['spare', 'daughter', 'wealth']",0.4939
The Jew of Malta,FIRST JEW,ACT I.,none,1,"Were it for confirmation of a league,","['confirmation', 'league']",0.0
The Jew of Malta,FIRST JEW,ACT I.,none,2,They would not come in warlike manner thus.,"['would', 'come', 'warlike', 'manner', 'thus']",0.0
The Jew of Malta,SECOND JEW,ACT I.,none,1,I fear their coming will afflict us all.,"['fear', 'coming', 'afflict']",-0.4939
The Jew of Malta,BARABAS,ACT I.,none,1,"Fond men, what dream you of their multitudes?","['Fond', 'men', 'dream', 'multitudes']",0.5994
The Jew of Malta,BARABAS,ACT I.,none,2,What need they treat of peace that are in league?,"['need', 'treat', 'peace', 'league']",0.7351
The Jew of Malta,BARABAS,ACT I.,none,3,The Turks and those of Malta are in league:,"['Turks', 'Malta', 'league']",0.0
The Jew of Malta,BARABAS,ACT I.,none,4,"Tut, tut, there is some other matter in't.","['Tut', 'tut', 'matter', ""n't""]",0.0258
The Jew of Malta,FIRST JEW,ACT I.,none,1,"Why, Barabas, they come for peace or war.","['Barabas', 'come', 'peace', 'war']",-0.1027
The Jew of Malta,BARABAS,ACT I.,none,1,"Haply for neither, but to pass along,","['Haply', 'neither', 'pass', 'along']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,"Towards Venice, by the Adriatic sea,","['Towards', 'Venice', 'Adriatic', 'sea']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,"With whom they have attempted many times,","['attempted', 'many', 'times']",0.0
The Jew of Malta,BARABAS,ACT I.,none,4,But never could effect their stratagem.,"['never', 'could', 'effect', 'stratagem']",0.0
The Jew of Malta,THIRD JEW,ACT I.,none,1,And very wisely said; it may be so.,"['wisely', 'said', 'may']",0.4754
The Jew of Malta,SECOND JEW,ACT I.,none,1,"But there's a meeting in the senate-house,","['meeting', 'senate-house']",0.0
The Jew of Malta,SECOND JEW,ACT I.,none,2,And all the Jews in Malta must be there.,"['Jews', 'Malta', 'must']",0.0
The Jew of Malta,BARABAS,ACT I.,none,1,"Hum,?all the Jews in Malta must be there!","['Hum', '\x94all', 'Jews', 'Malta', 'must']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,"Ay, like enough:  why, then, let every man","['Ay', 'like', 'enough', 'let', 'every', 'man']",0.3612
The Jew of Malta,BARABAS,ACT I.,none,3,"Provide him, and be there for fashion-sake.","['Provide', 'fashion-sake']",0.0
The Jew of Malta,BARABAS,ACT I.,none,4,"If any thing shall there concern our state,","['thing', 'shall', 'concern', 'state']",0.0
The Jew of Malta,BARABAS,ACT I.,none,5,Assure yourselves I'll look?unto myself.,"['Assure', 'look', '\x94unto']",0.34
The Jew of Malta,FIRST JEW,ACT I.,none,1,"I know you will.?Well, brethren, let us go.","['know', '\x94Well', 'brethren', 'let', 'go']",0.0
The Jew of Malta,SECOND JEW,ACT I.,none,1,"Let's take our leaves.?Farewell, good Barabas.","['Let', 'take', 'leaves', '\x94Farewell', 'good', 'Barabas']",0.4404
The Jew of Malta,BARABAS,ACT I.,none,1,"And, Barabas, now search this secret out;","['Barabas', 'search', 'secret']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,"Summon thy senses, call thy wits together:","['Summon', 'senses', 'call', 'wits', 'together']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,These silly men mistake the matter clean.,"['silly', 'men', 'mistake', 'matter', 'clean']",0.128
The Jew of Malta,BARABAS,ACT I.,none,4,Long to the Turk did Malta contribute;,"['Long', 'Turk', 'Malta', 'contribute']",0.0
The Jew of Malta,BARABAS,ACT I.,none,5,"Which tribute all in policy, I fear,","['tribute', 'policy', 'fear']",-0.4939
The Jew of Malta,BARABAS,ACT I.,none,6,The Turk has  let increase to such a sum,"['Turk', 'let', 'increase', 'sum']",0.3182
The Jew of Malta,BARABAS,ACT I.,none,7,As all the wealth of Malta cannot pay;,"['wealth', 'Malta', 'pay']",0.5417
The Jew of Malta,BARABAS,ACT I.,none,8,"And now by that advantage thinks, belike,","['advantage', 'thinks', 'belike']",0.25
The Jew of Malta,BARABAS,ACT I.,none,9,"To seize upon the town; ay, that he seeks.","['seize', 'upon', 'town', 'ay', 'seeks']",0.0
The Jew of Malta,BARABAS,ACT I.,none,10,"Howe'er the world go, I'll make sure for one,","[""Howe'er"", 'world', 'go', 'make', 'sure', 'one']",0.3182
The Jew of Malta,BARABAS,ACT I.,none,11,"And seek in time to intercept the worst,","['seek', 'time', 'intercept', 'worst']",-0.6249
The Jew of Malta,BARABAS,ACT I.,none,12,Warily guarding that which I ha' got:,"['Warily', 'guarding', 'ha', 'got']",0.0
The Jew of Malta,BARABAS,ACT I.,none,13,Ego mihimet sum semper proximus:,"['Ego', 'mihimet', 'sum', 'semper', 'proximus']",0.0
The Jew of Malta,BARABAS,ACT I.,none,14,"Why, let 'em enter, let 'em take the town.","['let', ""'em"", 'enter', 'let', ""'em"", 'take', 'town']",0.0
The Jew of Malta,FERNEZE,ACT I.,none,1,"Now, bassoes,  what demand you at our hands?","['bassoes', 'demand', 'hands']",-0.128
The Jew of Malta,FIRST BASSO,ACT I.,none,1,"Know, knights of Malta, that we came from Rhodes,","['Know', 'knights', 'Malta', 'came', 'Rhodes']",0.0
The Jew of Malta,FIRST BASSO,ACT I.,none,2,"]From Cyprus, Candy, and those other isles","['Cyprus', 'Candy', 'isles']",0.0
The Jew of Malta,FIRST BASSO,ACT I.,none,3,That lie betwixt the Mediterranean seas.,"['lie', 'betwixt', 'Mediterranean', 'seas']",0.0
The Jew of Malta,FERNEZE,ACT I.,none,1,"What's Cyprus, Candy, and those other isles","['Cyprus', 'Candy', 'isles']",0.0
The Jew of Malta,FERNEZE,ACT I.,none,2,To us or Malta? what at our hands demand ye?,"['Malta', 'hands', 'demand']",-0.2168
The Jew of Malta,CALYMATH,ACT I.,none,1,The ten years' tribute that remains unpaid.,"['ten', 'years', 'tribute', 'remains', 'unpaid']",0.0
The Jew of Malta,FERNEZE,ACT I.,none,1,"Alas, my lord, the sum is over-great!","['lord', 'sum', 'over-great']",-0.3382
The Jew of Malta,FERNEZE,ACT I.,none,2,I hope your highness will consider us.,"['hope', 'highness', 'consider']",0.4404
The Jew of Malta,CALYMATH,ACT I.,none,1,"I wish, grave governor,  'twere in my power","['wish', 'grave', 'governor', ""'twere"", 'power']",0.0258
The Jew of Malta,CALYMATH,ACT I.,none,2,"To favour you; but 'tis my father's cause,","['favour', ""'t"", 'father', 'cause']",0.2382
The Jew of Malta,CALYMATH,ACT I.,none,3,"Wherein I may not, nay, I dare not dally.","['Wherein', 'may', 'nay', 'dare', 'dally']",0.0
The Jew of Malta,FERNEZE,ACT I.,none,1,"Then give us leave, great Selim Calymath.","['give', 'leave', 'great', 'Selim', 'Calymath']",0.5994
The Jew of Malta,CALYMATH,ACT I.,none,1,"Stand all aside,  and let the knights determine;","['Stand', 'aside', 'let', 'knights', 'determine']",0.0
The Jew of Malta,CALYMATH,ACT I.,none,2,"And send to keep our galleys under sail,","['send', 'keep', 'galleys', 'sail']",0.0
The Jew of Malta,CALYMATH,ACT I.,none,3,For happily  we shall not tarry here.,"['happily', 'shall', 'tarry']",0.5574
The Jew of Malta,CALYMATH,ACT I.,none,4,"Now, governor, how are you resolv'd?","['governor', 'resolv']",0.0
