play_name,genre,character,act,scene,sentence,text,tokens
Macbeth,Tragedy,Malcolm,1,2,50,The worthy thane of Ross.,"['worthy', 'thane']"
Macbeth,Tragedy,Lennox,1,2,51,What a haste looks through his eyes! So should he look,"['haste', 'looks', 'eyes', 'look']"
Macbeth,Tragedy,Lennox,1,2,52,That seems to speak things strange.,"['seems', 'speak', 'things', 'strange']"
Macbeth,Tragedy,Ross,1,2,53,God save the king!,"['God', 'save', 'king']"
Macbeth,Tragedy,Duncan,1,2,54,"Whence camest thou, worthy thane?","['camest', 'worthy', 'thane']"
Macbeth,Tragedy,Ross,1,2,55,"From Fife, great king;","['Fife', 'great', 'king']"
Macbeth,Tragedy,Ross,1,2,56,Where the Norweyan banners flout the sky,"['Norweyan', 'banners', 'flout', 'sky']"
Macbeth,Tragedy,Ross,1,2,57,"And fan our people cold. Norway himself,","['fan', 'people', 'cold', 'Norway']"
Macbeth,Tragedy,Ross,1,2,58,"With terrible numbers,","['terrible', 'numbers']"
Macbeth,Tragedy,Ross,1,2,59,Assisted by that most disloyal traitor,"['Assisted', 'disloyal', 'traitor']"
Macbeth,Tragedy,Ross,1,2,60,"The thane of Cawdor, began a dismal conflict;","['thane', 'Cawdor', 'began', 'dismal', 'conflict']"
Macbeth,Tragedy,Ross,1,2,61,"Till that Bellona's bridegroom, lapp'd in proof,","['Till', 'Bellona', 'bridegroom', 'lapp', 'proof']"
Macbeth,Tragedy,Ross,1,2,62,"Confronted him with self-comparisons,","['Confronted', 'self-comparisons']"
Macbeth,Tragedy,Ross,1,2,63,"Point against point rebellious, arm 'gainst arm.","['Point', 'point', 'rebellious', 'arm', ""'gainst"", 'arm']"
Macbeth,Tragedy,Ross,1,2,64,"Curbing his lavish spirit: and, to conclude,","['Curbing', 'lavish', 'spirit', 'conclude']"
Macbeth,Tragedy,Ross,1,2,65,The victory fell on us.,"['victory', 'fell']"
Macbeth,Tragedy,Duncan,1,2,66,Great happiness!,"['Great', 'happiness']"
Macbeth,Tragedy,Ross,1,2,67,That now,[]
Macbeth,Tragedy,Ross,1,2,68,"Sweno, the Norways' king, craves composition:","['Sweno', 'Norways', 'king', 'craves', 'composition']"
Macbeth,Tragedy,Ross,1,2,69,Nor would we deign him burial of his men,"['would', 'deign', 'burial', 'men']"
Macbeth,Tragedy,Ross,1,2,70,Till he disbursed at Saint Colme's inch,"['Till', 'disbursed', 'Saint', 'Colme', 'inch']"
Macbeth,Tragedy,Ross,1,2,71,Ten thousand dollars to our general use.,"['Ten', 'thousand', 'dollars', 'general', 'use']"
Macbeth,Tragedy,Duncan,1,2,72,No more that thane of Cawdor shall deceive,"['thane', 'Cawdor', 'shall', 'deceive']"
Macbeth,Tragedy,Duncan,1,2,73,"Our bosom interest: go pronounce his present death,","['bosom', 'interest', 'go', 'pronounce', 'present', 'death']"
Macbeth,Tragedy,Duncan,1,2,74,And with his former title greet Macbeth.,"['former', 'title', 'greet']"
Macbeth,Tragedy,Ross,1,2,75,I'll see it done.,"['see', 'done']"
Macbeth,Tragedy,Duncan,1,2,76,What he hath lost noble Macbeth hath won.,"['lost', 'noble']"
Macbeth,Tragedy,First Witch,1,3,1,"Where hast thou been, sister?",['sister']
Macbeth,Tragedy,Second Witch,1,3,2,Killing swine.,"['Killing', 'swine']"
Macbeth,Tragedy,Third Witch,1,3,3,"Sister, where thou?",['Sister']
Macbeth,Tragedy,First Witch,1,3,4,"A sailor's wife had chestnuts in her lap,","['sailor', 'wife', 'chestnuts', 'lap']"
Macbeth,Tragedy,First Witch,1,3,5,"And munch'd, and munch'd, and munch'd:--","['munch', 'munch', 'munch']"
Macbeth,Tragedy,First Witch,1,3,6,"'Give me,' quoth I:","[""'Give"", 'quoth']"
Macbeth,Tragedy,First Witch,1,3,7,"'Aroint thee, witch!' the rump-fed ronyon cries.","[""'Aroint"", 'witch', 'rump-fed', 'ronyon', 'cries']"
Macbeth,Tragedy,First Witch,1,3,8,"Her husband's to Aleppo gone, master o' the Tiger:","['husband', 'Aleppo', 'gone', 'master', 'Tiger']"
Macbeth,Tragedy,First Witch,1,3,9,"But in a sieve I'll thither sail,","['sieve', 'thither', 'sail']"
Macbeth,Tragedy,First Witch,1,3,10,"And, like a rat without a tail,","['like', 'rat', 'without', 'tail']"
Macbeth,Tragedy,First Witch,1,3,11,"I'll do, I'll do, and I'll do.",[]
Macbeth,Tragedy,Second Witch,1,3,12,I'll give thee a wind.,"['give', 'wind']"
Macbeth,Tragedy,First Witch,1,3,13,Thou'rt kind.,"[""Thou'rt"", 'kind']"
Macbeth,Tragedy,Third Witch,1,3,14,And I another.,['another']
Macbeth,Tragedy,First Witch,1,3,15,"I myself have all the other,",[]
Macbeth,Tragedy,First Witch,1,3,16,"And the very ports they blow,","['ports', 'blow']"
Macbeth,Tragedy,First Witch,1,3,17,All the quarters that they know,"['quarters', 'know']"
Macbeth,Tragedy,First Witch,1,3,18,I' the shipman's card.,"['shipman', 'card']"
Macbeth,Tragedy,First Witch,1,3,19,I will drain him dry as hay:,"['drain', 'dry', 'hay']"
Macbeth,Tragedy,First Witch,1,3,20,Sleep shall neither night nor day,"['Sleep', 'shall', 'neither', 'night', 'day']"
Macbeth,Tragedy,First Witch,1,3,21,Hang upon his pent-house lid;,"['Hang', 'upon', 'pent-house', 'lid']"
Macbeth,Tragedy,First Witch,1,3,22,He shall live a man forbid:,"['shall', 'live', 'man', 'forbid']"
Macbeth,Tragedy,First Witch,1,3,23,Weary se'nnights nine times nine,"['Weary', ""se'nnights"", 'nine', 'times', 'nine']"
Macbeth,Tragedy,First Witch,1,3,24,"Shall he dwindle, peak and pine:","['Shall', 'dwindle', 'peak', 'pine']"
Macbeth,Tragedy,First Witch,1,3,25,"Though his bark cannot be lost,","['Though', 'bark', 'lost']"
Macbeth,Tragedy,First Witch,1,3,26,Yet it shall be tempest-tost.,"['Yet', 'shall', 'tempest-tost']"
Macbeth,Tragedy,First Witch,1,3,27,Look what I have.,['Look']
Macbeth,Tragedy,Second Witch,1,3,28,"Show me, show me.","['Show', 'show']"
Macbeth,Tragedy,First Witch,1,3,29,"Here I have a pilot's thumb,","['pilot', 'thumb']"
Macbeth,Tragedy,First Witch,1,3,30,Wreck'd as homeward he did come.,"['Wreck', 'homeward', 'come']"
Macbeth,Tragedy,Third Witch,1,3,31,"A drum, a drum!","['drum', 'drum']"
Macbeth,Tragedy,Third Witch,1,3,32,Macbeth doth come.,"['doth', 'come']"
Macbeth,Tragedy,All,1,3,33,"The weird sisters, hand in hand,","['weird', 'sisters', 'hand', 'hand']"
Macbeth,Tragedy,All,1,3,34,"Posters of the sea and land,","['Posters', 'sea', 'land']"
Macbeth,Tragedy,All,1,3,35,"Thus do go about, about:","['Thus', 'go']"
Macbeth,Tragedy,All,1,3,36,Thrice to thine and thrice to mine,"['Thrice', 'thrice']"
Macbeth,Tragedy,All,1,3,37,"And thrice again, to make up nine.","['thrice', 'make', 'nine']"
Macbeth,Tragedy,All,1,3,38,Peace! the charm's wound up.,"['Peace', 'charm', 'wound']"
Macbeth,Tragedy,Macbeth,1,3,39,So foul and fair a day I have not seen.,"['foul', 'fair', 'day', 'seen']"
Macbeth,Tragedy,Banquo,1,3,40,How far is't call'd to Forres? What are these,"['far', ""is't"", 'call', 'Forres']"
Macbeth,Tragedy,Banquo,1,3,41,"So wither'd and so wild in their attire,","['wither', 'wild', 'attire']"
Macbeth,Tragedy,Banquo,1,3,42,"That look not like the inhabitants o' the earth,","['look', 'like', 'inhabitants', 'earth']"
Macbeth,Tragedy,Banquo,1,3,43,And yet are on't? Live you? or are you aught,"['yet', ""n't"", 'Live', 'aught']"
Macbeth,Tragedy,Banquo,1,3,44,"That man may question? You seem to understand me,","['man', 'may', 'question', 'seem', 'understand']"
Macbeth,Tragedy,Banquo,1,3,45,By each at once her chappy finger laying,"['chappy', 'finger', 'laying']"
Macbeth,Tragedy,Banquo,1,3,46,"Upon her skinny lips: you should be women,","['Upon', 'skinny', 'lips', 'women']"
Macbeth,Tragedy,Banquo,1,3,47,And yet your beards forbid me to interpret,"['yet', 'beards', 'forbid', 'interpret']"
Macbeth,Tragedy,Banquo,1,3,48,That you are so.,[]
Macbeth,Tragedy,Macbeth,1,3,49,"Speak, if you can: what are you?",['Speak']
Macbeth,Tragedy,First Witch,1,3,50,"All hail, Macbeth! hail to thee, thane of Glamis!","['hail', 'hail', 'thane', 'Glamis']"
Macbeth,Tragedy,Second Witch,1,3,51,"All hail, Macbeth, hail to thee, thane of Cawdor!","['hail', 'hail', 'thane', 'Cawdor']"
Macbeth,Tragedy,Third Witch,1,3,52,"All hail, Macbeth, thou shalt be king hereafter!","['hail', 'shalt', 'king', 'hereafter']"
Macbeth,Tragedy,Banquo,1,3,53,"Good sir, why do you start; and seem to fear","['Good', 'sir', 'start', 'seem', 'fear']"
Macbeth,Tragedy,Banquo,1,3,54,"Things that do sound so fair? I' the name of truth,","['Things', 'sound', 'fair', 'name', 'truth']"
Macbeth,Tragedy,Banquo,1,3,55,"Are ye fantastical, or that indeed","['fantastical', 'indeed']"
Macbeth,Tragedy,Banquo,1,3,56,Which outwardly ye show? My noble partner,"['outwardly', 'show', 'noble', 'partner']"
Macbeth,Tragedy,Banquo,1,3,57,You greet with present grace and great prediction,"['greet', 'present', 'grace', 'great', 'prediction']"
Macbeth,Tragedy,Banquo,1,3,58,"Of noble having and of royal hope,","['noble', 'royal', 'hope']"
Macbeth,Tragedy,Banquo,1,3,59,That he seems rapt withal: to me you speak not.,"['seems', 'rapt', 'withal', 'speak']"
Macbeth,Tragedy,Banquo,1,3,60,"If you can look into the seeds of time,","['look', 'seeds', 'time']"
Macbeth,Tragedy,Banquo,1,3,61,"And say which grain will grow and which will not,","['say', 'grain', 'grow']"
Macbeth,Tragedy,Banquo,1,3,62,"Speak then to me, who neither beg nor fear","['Speak', 'neither', 'beg', 'fear']"
Macbeth,Tragedy,Banquo,1,3,63,Your favours nor your hate.,"['favours', 'hate']"
Macbeth,Tragedy,First Witch,1,3,64,Hail!,['Hail']
Macbeth,Tragedy,Second Witch,1,3,65,Hail!,['Hail']
Macbeth,Tragedy,Third Witch,1,3,66,Hail!,['Hail']
Macbeth,Tragedy,First Witch,1,3,67,"Lesser than Macbeth, and greater.","['Lesser', 'greater']"
Macbeth,Tragedy,Second Witch,1,3,68,"Not so happy, yet much happier.","['happy', 'yet', 'much', 'happier']"
Macbeth,Tragedy,Third Witch,1,3,69,"Thou shalt get kings, though thou be none:","['shalt', 'get', 'kings', 'though', 'none']"
Macbeth,Tragedy,Third Witch,1,3,70,"So all hail, Macbeth and Banquo!",['hail']
Macbeth,Tragedy,First Witch,1,3,71,"Banquo and Macbeth, all hail!",['hail']
Macbeth,Tragedy,Macbeth,1,3,72,"Stay, you imperfect speakers, tell me more:","['Stay', 'imperfect', 'speakers', 'tell']"
Macbeth,Tragedy,Macbeth,1,3,73,By Sinel's death I know I am thane of Glamis;,"['Sinel', 'death', 'know', 'thane', 'Glamis']"
Macbeth,Tragedy,Macbeth,1,3,74,"But how of Cawdor? the thane of Cawdor lives,","['Cawdor', 'thane', 'Cawdor', 'lives']"
Macbeth,Tragedy,Macbeth,1,3,75,A prosperous gentleman; and to be king,"['prosperous', 'gentleman', 'king']"
Macbeth,Tragedy,Macbeth,1,3,76,"Stands not within the prospect of belief,","['Stands', 'within', 'prospect', 'belief']"
Macbeth,Tragedy,Macbeth,1,3,77,No more than to be Cawdor. Say from whence,"['Cawdor', 'Say']"
Macbeth,Tragedy,Macbeth,1,3,78,You owe this strange intelligence? or why,"['owe', 'strange', 'intelligence']"
Macbeth,Tragedy,Macbeth,1,3,79,Upon this blasted heath you stop our way,"['Upon', 'blasted', 'heath', 'stop', 'way']"
Macbeth,Tragedy,Macbeth,1,3,80,"With such prophetic greeting? Speak, I charge you.","['prophetic', 'greeting', 'Speak', 'charge']"
Macbeth,Tragedy,Banquo,1,3,81,"The earth hath bubbles, as the water has,","['earth', 'bubbles', 'water']"
Macbeth,Tragedy,Banquo,1,3,82,And these are of them. Whither are they vanish'd?,"['Whither', 'vanish']"
Macbeth,Tragedy,Macbeth,1,3,83,Into the air; and what seem'd corporal melted,"['air', 'seem', 'corporal', 'melted']"
Macbeth,Tragedy,Macbeth,1,3,84,As breath into the wind. Would they had stay'd!,"['breath', 'wind', 'Would', 'stay']"
Macbeth,Tragedy,Banquo,1,3,85,Were such things here as we do speak about?,"['things', 'speak']"
Macbeth,Tragedy,Banquo,1,3,86,Or have we eaten on the insane root,"['eaten', 'insane', 'root']"
Macbeth,Tragedy,Banquo,1,3,87,That takes the reason prisoner?,"['takes', 'reason', 'prisoner']"
Macbeth,Tragedy,Macbeth,1,3,88,Your children shall be kings.,"['children', 'shall', 'kings']"
Macbeth,Tragedy,Banquo,1,3,89,You shall be king.,"['shall', 'king']"
Macbeth,Tragedy,Macbeth,1,3,90,And thane of Cawdor too: went it not so?,"['thane', 'Cawdor', 'went']"
Macbeth,Tragedy,Banquo,1,3,91,To the selfsame tune and words. Who's here?,"['selfsame', 'tune', 'words']"
Macbeth,Tragedy,Ross,1,3,92,"The king hath happily received, Macbeth,","['king', 'happily', 'received']"
Macbeth,Tragedy,Ross,1,3,93,The news of thy success; and when he reads,"['news', 'success', 'reads']"
Macbeth,Tragedy,Ross,1,3,94,"Thy personal venture in the rebels' fight,","['personal', 'venture', 'rebels', 'fight']"
Macbeth,Tragedy,Ross,1,3,95,His wonders and his praises do contend,"['wonders', 'praises', 'contend']"
Macbeth,Tragedy,Ross,1,3,96,"Which should be thine or his: silenced with that,",['silenced']
Macbeth,Tragedy,Ross,1,3,97,"In viewing o'er the rest o' the selfsame day,","['viewing', ""o'er"", 'rest', 'selfsame', 'day']"
Macbeth,Tragedy,Ross,1,3,98,"He finds thee in the stout Norweyan ranks,","['finds', 'stout', 'Norweyan', 'ranks']"
Macbeth,Tragedy,Ross,1,3,99,"Nothing afeard of what thyself didst make,","['Nothing', 'afeard', 'thyself', 'didst', 'make']"
Macbeth,Tragedy,Ross,1,3,100,Strange images of death. As thick as hail,"['Strange', 'images', 'death', 'thick', 'hail']"
Macbeth,Tragedy,Ross,1,3,101,Came post with post; and every one did bear,"['Came', 'post', 'post', 'every', 'one', 'bear']"
Macbeth,Tragedy,Ross,1,3,102,"Thy praises in his kingdom's great defence,","['praises', 'kingdom', 'great', 'defence']"
Macbeth,Tragedy,Ross,1,3,103,And pour'd them down before him.,['pour']
Macbeth,Tragedy,Angus,1,3,104,We are sent,['sent']
Macbeth,Tragedy,Angus,1,3,105,To give thee from our royal master thanks;,"['give', 'royal', 'master', 'thanks']"
Macbeth,Tragedy,Angus,1,3,106,"Only to herald thee into his sight,","['herald', 'sight']"
Macbeth,Tragedy,Angus,1,3,107,Not pay thee.,['pay']
Macbeth,Tragedy,Ross,1,3,108,"And, for an earnest of a greater honour,","['earnest', 'greater', 'honour']"
Macbeth,Tragedy,Ross,1,3,109,"He bade me, from him, call thee thane of Cawdor:","['bade', 'call', 'thane', 'Cawdor']"
Macbeth,Tragedy,Ross,1,3,110,"In which addition, hail, most worthy thane!","['addition', 'hail', 'worthy', 'thane']"
Macbeth,Tragedy,Ross,1,3,111,For it is thine.,[]
Macbeth,Tragedy,Banquo,1,3,112,"What, can the devil speak true?","['devil', 'speak', 'true']"
Macbeth,Tragedy,Macbeth,1,3,113,The thane of Cawdor lives: why do you dress me,"['thane', 'Cawdor', 'lives', 'dress']"
Macbeth,Tragedy,Macbeth,1,3,114,In borrow'd robes?,"['borrow', 'robes']"
Macbeth,Tragedy,Angus,1,3,115,Who was the thane lives yet;,"['thane', 'lives', 'yet']"
Macbeth,Tragedy,Angus,1,3,116,But under heavy judgment bears that life,"['heavy', 'judgment', 'bears', 'life']"
Macbeth,Tragedy,Angus,1,3,117,Which he deserves to lose. Whether he was combined,"['deserves', 'lose', 'Whether', 'combined']"
Macbeth,Tragedy,Angus,1,3,118,"With those of Norway, or did line the rebel","['Norway', 'line', 'rebel']"
Macbeth,Tragedy,Angus,1,3,119,"With hidden help and vantage, or that with both","['hidden', 'help', 'vantage']"
Macbeth,Tragedy,Angus,1,3,120,"He labour'd in his country's wreck, I know not;","['labour', 'country', 'wreck', 'know']"
Macbeth,Tragedy,Angus,1,3,121,"But treasons capital, confess'd and proved,","['treasons', 'capital', 'confess', 'proved']"
Macbeth,Tragedy,Angus,1,3,122,Have overthrown him.,['overthrown']
Macbeth,Tragedy,Macbeth,1,3,123,"[Aside]  Glamis, and thane of Cawdor!","['Aside', 'Glamis', 'thane', 'Cawdor']"
Macbeth,Tragedy,Macbeth,1,3,124,The greatest is behind.,"['greatest', 'behind']"
Macbeth,Tragedy,Macbeth,1,3,125,Thanks for your pains.,"['Thanks', 'pains']"
Macbeth,Tragedy,Macbeth,1,3,126,"Do you not hope your children shall be kings,","['hope', 'children', 'shall', 'kings']"
Macbeth,Tragedy,Macbeth,1,3,127,When those that gave the thane of Cawdor to me,"['gave', 'thane', 'Cawdor']"
Macbeth,Tragedy,Macbeth,1,3,128,Promised no less to them?,"['Promised', 'less']"
Macbeth,Tragedy,Banquo,1,3,129,That trusted home,"['trusted', 'home']"
Macbeth,Tragedy,Banquo,1,3,130,"Might yet enkindle you unto the crown,","['Might', 'yet', 'enkindle', 'unto', 'crown']"
Macbeth,Tragedy,Banquo,1,3,131,Besides the thane of Cawdor. But 'tis strange:,"['Besides', 'thane', 'Cawdor', ""'t"", 'strange']"
Macbeth,Tragedy,Banquo,1,3,132,"And oftentimes, to win us to our harm,","['oftentimes', 'win', 'harm']"
Macbeth,Tragedy,Banquo,1,3,133,"The instruments of darkness tell us truths,","['instruments', 'darkness', 'tell', 'truths']"
Macbeth,Tragedy,Banquo,1,3,134,"Win us with honest trifles, to betray's","['Win', 'honest', 'trifles', 'betray']"
Macbeth,Tragedy,Banquo,1,3,135,In deepest consequence.,"['deepest', 'consequence']"
Macbeth,Tragedy,Banquo,1,3,136,"Cousins, a word, I pray you.","['Cousins', 'word', 'pray']"
Macbeth,Tragedy,Macbeth,1,3,137,"[Aside]	Two truths are told,","['Aside', 'Two', 'truths', 'told']"
Macbeth,Tragedy,Macbeth,1,3,138,As happy prologues to the swelling act,"['happy', 'prologues', 'swelling', 'act']"
Macbeth,Tragedy,Macbeth,1,3,139,"Of the imperial theme.--I thank you, gentlemen.","['imperial', 'theme.', 'thank', 'gentlemen']"
Macbeth,Tragedy,Macbeth,1,3,140,"Cannot be ill, cannot be good: if ill,","['ill', 'good', 'ill']"
Macbeth,Tragedy,Macbeth,1,3,141,"Why hath it given me earnest of success,","['given', 'earnest', 'success']"
Macbeth,Tragedy,Macbeth,1,3,142,Commencing in a truth? I am thane of Cawdor:,"['Commencing', 'truth', 'thane', 'Cawdor']"
Macbeth,Tragedy,Macbeth,1,3,143,"If good, why do I yield to that suggestion","['good', 'yield', 'suggestion']"
Macbeth,Tragedy,Macbeth,1,3,144,Whose horrid image doth unfix my hair,"['Whose', 'horrid', 'image', 'doth', 'unfix', 'hair']"
Macbeth,Tragedy,Macbeth,1,3,145,"And make my seated heart knock at my ribs,","['make', 'seated', 'heart', 'knock', 'ribs']"
Macbeth,Tragedy,Macbeth,1,3,146,Against the use of nature? Present fears,"['use', 'nature', 'Present', 'fears']"
Macbeth,Tragedy,Macbeth,1,3,147,Are less than horrible imaginings:,"['less', 'horrible', 'imaginings']"
Macbeth,Tragedy,Macbeth,1,3,148,"My thought, whose murder yet is but fantastical,","['thought', 'whose', 'murder', 'yet', 'fantastical']"
Macbeth,Tragedy,Macbeth,1,3,149,Shakes so my single state of man that function,"['Shakes', 'single', 'state', 'man', 'function']"
Macbeth,Tragedy,Macbeth,1,3,150,"Is smother'd in surmise, and nothing is","['smother', 'surmise', 'nothing']"
Macbeth,Tragedy,Macbeth,1,3,151,But what is not.,[]
Macbeth,Tragedy,Banquo,1,3,152,"Look, how our partner's rapt.","['Look', 'partner', 'rapt']"
Macbeth,Tragedy,Macbeth,1,3,153,"[Aside]  If chance will have me king, why, chance may crown me,","['Aside', 'chance', 'king', 'chance', 'may', 'crown']"
Macbeth,Tragedy,Macbeth,1,3,154,Without my stir.,"['Without', 'stir']"
Macbeth,Tragedy,Banquo,1,3,155,"New horrors come upon him,","['New', 'horrors', 'come', 'upon']"
Macbeth,Tragedy,Banquo,1,3,156,"Like our strange garments, cleave not to their mould","['Like', 'strange', 'garments', 'cleave', 'mould']"
Macbeth,Tragedy,Banquo,1,3,157,But with the aid of use.,"['aid', 'use']"
Macbeth,Tragedy,Macbeth,1,3,158,"[Aside]                Come what come may,","['Aside', 'Come', 'come', 'may']"
