play_name,genre,character,act,scene,sentence,text,tokens,sentiment_score
Macbeth,Tragedy,Sergeant,1,2,14,Do swarm upon him--from the western isles,"['swarm', 'upon', 'western', 'isles']",-0.01940329372882843
Macbeth,Tragedy,Sergeant,1,2,15,Of kerns and gallowglasses is supplied;,"['kerns', 'gallowglasses', 'supplied']",0.042292043566703796
Macbeth,Tragedy,Sergeant,1,2,16,"And fortune, on his damned quarrel smiling,","['fortune', 'damned', 'quarrel', 'smiling']",-0.30214034765958786
Macbeth,Tragedy,Sergeant,1,2,17,Show'd like a rebel's whore: but all's too weak:,"['Show', 'like', 'rebel', 'whore', 'weak']",-0.5694984123110771
Macbeth,Tragedy,Sergeant,1,2,18,For brave Macbeth--well he deserves that name--,"['brave', 'well', 'deserves', 'name']",0.3350874111056328
Macbeth,Tragedy,Sergeant,1,2,19,"Disdaining fortune, with his brandish'd steel,","['Disdaining', 'fortune', 'brandish', 'steel']",-0.44045906513929367
Macbeth,Tragedy,Sergeant,1,2,20,"Which smoked with bloody execution,","['smoked', 'bloody', 'execution']",-0.8326998641714454
Macbeth,Tragedy,Sergeant,1,2,21,Like valour's minion carved out his passage,"['Like', 'valour', 'minion', 'carved', 'passage']",-0.14913984760642052
Macbeth,Tragedy,Sergeant,1,2,22,Till he faced the slave;,"['Till', 'faced', 'slave']",-0.10897833481431007
Macbeth,Tragedy,Sergeant,1,2,23,"Which ne'er shook hands, nor bade farewell to him,","[""ne'er"", 'shook', 'hands', 'bade', 'farewell']",-0.050093479454517365
Macbeth,Tragedy,Sergeant,1,2,24,"Till he unseam'd him from the nave to the chaps,","['Till', 'unseam', 'nave', 'chaps']",-0.05101548880338669
Macbeth,Tragedy,Sergeant,1,2,25,And fix'd his head upon our battlements.,"['fix', 'head', 'upon', 'battlements']",-0.10874075815081596
Macbeth,Tragedy,Duncan,1,2,26,O valiant cousin! worthy gentleman!,"['valiant', 'cousin', 'worthy', 'gentleman']",0.8779890034347773
Macbeth,Tragedy,Sergeant,1,2,27,As whence the sun 'gins his reflection,"['sun', ""'gins"", 'reflection']",0.07630836591124535
Macbeth,Tragedy,Sergeant,1,2,28,"Shipwrecking storms and direful thunders break,","['Shipwrecking', 'storms', 'direful', 'thunders', 'break']",-0.4048711583018303
Macbeth,Tragedy,Sergeant,1,2,29,So from that spring whence comfort seem'd to come,"['spring', 'comfort', 'seem', 'come']",0.2428050572052598
Macbeth,Tragedy,Sergeant,1,2,30,"Discomfort swells. Mark, king of Scotland, mark:","['Discomfort', 'swells', 'Mark', 'king', 'Scotland', 'mark']",-0.21012688800692558
Macbeth,Tragedy,Sergeant,1,2,31,No sooner justice had with valour arm'd,"['sooner', 'justice', 'valour', 'arm']",-0.1251997910439968
Macbeth,Tragedy,Sergeant,1,2,32,"Compell'd these skipping kerns to trust their heels,","['Compell', 'skipping', 'kerns', 'trust', 'heels']",-0.2923086881637573
Macbeth,Tragedy,Sergeant,1,2,33,"But the Norweyan lord surveying vantage,","['Norweyan', 'lord', 'surveying', 'vantage']",-0.00434594601392746
Macbeth,Tragedy,Sergeant,1,2,34,With furbish'd arms and new supplies of men,"['furbish', 'arms', 'new', 'supplies', 'men']",0.016036055982112885
Macbeth,Tragedy,Sergeant,1,2,35,Began a fresh assault.,"['Began', 'fresh', 'assault']",-0.14301061630249023
Macbeth,Tragedy,Duncan,1,2,36,Dismay'd not this,['Dismay'],-0.5733700357377529
Macbeth,Tragedy,Duncan,1,2,37,"Our captains, Macbeth and Banquo?",['captains'],0.01751001924276352
Macbeth,Tragedy,Sergeant,1,2,38,Yes;,['Yes'],0.2999323308467865
Macbeth,Tragedy,Sergeant,1,2,39,"As sparrows eagles, or the hare the lion.","['sparrows', 'eagles', 'hare', 'lion']",0.08648185431957245
Macbeth,Tragedy,Sergeant,1,2,40,"If I say sooth, I must report they were","['say', 'sooth', 'must', 'report']",-0.4325939556583762
Macbeth,Tragedy,Sergeant,1,2,41,"As cannons overcharged with double cracks, so they","['cannons', 'overcharged', 'double', 'cracks']",-0.36468157917261124
Macbeth,Tragedy,Sergeant,1,2,42,Doubly redoubled strokes upon the foe:,"['Doubly', 'redoubled', 'strokes', 'upon', 'foe']",-0.0021639615297317505
Macbeth,Tragedy,Sergeant,1,2,43,"Except they meant to bathe in reeking wounds,","['Except', 'meant', 'bathe', 'reeking', 'wounds']",-0.43906199000775814
Macbeth,Tragedy,Sergeant,1,2,44,"Or memorise another Golgotha,","['memorise', 'another', 'Golgotha']",-0.004951409995555878
Macbeth,Tragedy,Sergeant,1,2,45,I cannot tell.,['tell'],-0.40288232266902924
Macbeth,Tragedy,Sergeant,1,2,46,"But I am faint, my gashes cry for help.","['faint', 'gashes', 'cry', 'help']",-0.6744827944785357
Macbeth,Tragedy,Duncan,1,2,47,So well thy words become thee as thy wounds;,"['well', 'words', 'become', 'wounds']",-0.10623600333929062
Macbeth,Tragedy,Duncan,1,2,48,They smack of honour both. Go get him surgeons.,"['smack', 'honour', 'Go', 'get', 'surgeons']",-0.37800679355859756
Macbeth,Tragedy,Duncan,1,2,49,Who comes here?,['comes'],-0.03778959438204765
Macbeth,Tragedy,Malcolm,1,2,50,The worthy thane of Ross.,"['worthy', 'thane']",0.6289993021637201
Macbeth,Tragedy,Lennox,1,2,51,What a haste looks through his eyes! So should he look,"['haste', 'looks', 'eyes', 'look']",-0.06760270893573761
Macbeth,Tragedy,Lennox,1,2,52,That seems to speak things strange.,"['seems', 'speak', 'things', 'strange']",-0.4954027570784092
Macbeth,Tragedy,Ross,1,2,53,God save the king!,"['God', 'save', 'king']",0.6642582062631845
Macbeth,Tragedy,Duncan,1,2,54,"Whence camest thou, worthy thane?","['camest', 'worthy', 'thane']",-0.01311396062374115
Macbeth,Tragedy,Ross,1,2,55,"From Fife, great king;","['Fife', 'great', 'king']",0.4833508897572756
Macbeth,Tragedy,Ross,1,2,56,Where the Norweyan banners flout the sky,"['Norweyan', 'banners', 'flout', 'sky']",0.02390684187412262
Macbeth,Tragedy,Ross,1,2,57,"And fan our people cold. Norway himself,","['fan', 'people', 'cold', 'Norway']",-0.11201596260070801
Macbeth,Tragedy,Ross,1,2,58,"With terrible numbers,","['terrible', 'numbers']",-0.8090883996337652
Macbeth,Tragedy,Ross,1,2,59,Assisted by that most disloyal traitor,"['Assisted', 'disloyal', 'traitor']",-0.9484532254282385
Macbeth,Tragedy,Ross,1,2,60,"The thane of Cawdor, began a dismal conflict;","['thane', 'Cawdor', 'began', 'dismal', 'conflict']",-0.5703368857502937
Macbeth,Tragedy,Ross,1,2,61,"Till that Bellona's bridegroom, lapp'd in proof,","['Till', 'Bellona', 'bridegroom', 'lapp', 'proof']",0.02507462352514267
Macbeth,Tragedy,Ross,1,2,62,"Confronted him with self-comparisons,","['Confronted', 'self-comparisons']",-0.40849578380584717
Macbeth,Tragedy,Ross,1,2,63,"Point against point rebellious, arm 'gainst arm.","['Point', 'point', 'rebellious', 'arm', ""'gainst"", 'arm']",-0.05958555266261101
Macbeth,Tragedy,Ross,1,2,64,"Curbing his lavish spirit: and, to conclude,","['Curbing', 'lavish', 'spirit', 'conclude']",-0.0473148375749588
Macbeth,Tragedy,Ross,1,2,65,The victory fell on us.,"['victory', 'fell']",0.7063182843849063
Macbeth,Tragedy,Duncan,1,2,66,Great happiness!,"['Great', 'happiness']",0.9779461824800819
Macbeth,Tragedy,Ross,1,2,67,That now,[],-0.024400755763053894
Macbeth,Tragedy,Ross,1,2,68,"Sweno, the Norways' king, craves composition:","['Sweno', 'Norways', 'king', 'craves', 'composition']",0.08569049462676048
Macbeth,Tragedy,Ross,1,2,69,Nor would we deign him burial of his men,"['would', 'deign', 'burial', 'men']",-0.43428739346563816
Macbeth,Tragedy,Ross,1,2,70,Till he disbursed at Saint Colme's inch,"['Till', 'disbursed', 'Saint', 'Colme', 'inch']",-0.31622379645705223
Macbeth,Tragedy,Ross,1,2,71,Ten thousand dollars to our general use.,"['Ten', 'thousand', 'dollars', 'general', 'use']",-0.07782953232526779
Macbeth,Tragedy,Duncan,1,2,72,No more that thane of Cawdor shall deceive,"['thane', 'Cawdor', 'shall', 'deceive']",-0.28491946309804916
Macbeth,Tragedy,Duncan,1,2,73,"Our bosom interest: go pronounce his present death,","['bosom', 'interest', 'go', 'pronounce', 'present', 'death']",-0.04598119854927063
Macbeth,Tragedy,Duncan,1,2,74,And with his former title greet Macbeth.,"['former', 'title', 'greet']",0.07037425972521305
Macbeth,Tragedy,Ross,1,2,75,I'll see it done.,"['see', 'done']",0.2096932753920555
Macbeth,Tragedy,Duncan,1,2,76,What he hath lost noble Macbeth hath won.,"['lost', 'noble']",0.003376320004463196
Macbeth,Tragedy,First Witch,1,3,1,"Where hast thou been, sister?",['sister'],-0.07299122214317322
Macbeth,Tragedy,Second Witch,1,3,2,Killing swine.,"['Killing', 'swine']",-0.7130046151578426
Macbeth,Tragedy,Third Witch,1,3,3,"Sister, where thou?",['Sister'],-0.04848247393965721
Macbeth,Tragedy,First Witch,1,3,4,"A sailor's wife had chestnuts in her lap,","['sailor', 'wife', 'chestnuts', 'lap']",-0.0739234983921051
Macbeth,Tragedy,First Witch,1,3,5,"And munch'd, and munch'd, and munch'd:--","['munch', 'munch', 'munch']",0.03686509281396866
Macbeth,Tragedy,First Witch,1,3,6,"'Give me,' quoth I:","[""'Give"", 'quoth']",-0.025843724608421326
Macbeth,Tragedy,First Witch,1,3,7,"'Aroint thee, witch!' the rump-fed ronyon cries.","[""'Aroint"", 'witch', 'rump-fed', 'ronyon', 'cries']",-0.7009472120553255
Macbeth,Tragedy,First Witch,1,3,8,"Her husband's to Aleppo gone, master o' the Tiger:","['husband', 'Aleppo', 'gone', 'master', 'Tiger']",-0.07473910972476006
Macbeth,Tragedy,First Witch,1,3,9,"But in a sieve I'll thither sail,","['sieve', 'thither', 'sail']",-0.03190524876117706
Macbeth,Tragedy,First Witch,1,3,10,"And, like a rat without a tail,","['like', 'rat', 'without', 'tail']",-0.44603175297379494
Macbeth,Tragedy,First Witch,1,3,11,"I'll do, I'll do, and I'll do.",[],0.6482436438091099
Macbeth,Tragedy,Second Witch,1,3,12,I'll give thee a wind.,"['give', 'wind']",0.04959239065647125
Macbeth,Tragedy,First Witch,1,3,13,Thou'rt kind.,"[""Thou'rt"", 'kind']",0.10982827842235565
Macbeth,Tragedy,Third Witch,1,3,14,And I another.,['another'],0.012063674628734589
Macbeth,Tragedy,First Witch,1,3,15,"I myself have all the other,",[],0.090212382376194
Macbeth,Tragedy,First Witch,1,3,16,"And the very ports they blow,","['ports', 'blow']",-0.5472043454647064
Macbeth,Tragedy,First Witch,1,3,17,All the quarters that they know,"['quarters', 'know']",-0.18752214312553406
Macbeth,Tragedy,First Witch,1,3,18,I' the shipman's card.,"['shipman', 'card']",0.01186951994895935
Macbeth,Tragedy,First Witch,1,3,19,I will drain him dry as hay:,"['drain', 'dry', 'hay']",-0.6701349373906851
Macbeth,Tragedy,First Witch,1,3,20,Sleep shall neither night nor day,"['Sleep', 'shall', 'neither', 'night', 'day']",-0.11935167014598846
Macbeth,Tragedy,First Witch,1,3,21,Hang upon his pent-house lid;,"['Hang', 'upon', 'pent-house', 'lid']",-0.01979425549507141
Macbeth,Tragedy,First Witch,1,3,22,He shall live a man forbid:,"['shall', 'live', 'man', 'forbid']",-0.14170551300048828
Macbeth,Tragedy,First Witch,1,3,23,Weary se'nnights nine times nine,"['Weary', ""se'nnights"", 'nine', 'times', 'nine']",-0.033556580543518066
Macbeth,Tragedy,First Witch,1,3,24,"Shall he dwindle, peak and pine:","['Shall', 'dwindle', 'peak', 'pine']",-0.10210664197802544
Macbeth,Tragedy,First Witch,1,3,25,"Though his bark cannot be lost,","['Though', 'bark', 'lost']",0.07696931809186935
Macbeth,Tragedy,First Witch,1,3,26,Yet it shall be tempest-tost.,"['Yet', 'shall', 'tempest-tost']",-0.1315433531999588
Macbeth,Tragedy,First Witch,1,3,27,Look what I have.,['Look'],0.5025094822049141
Macbeth,Tragedy,Second Witch,1,3,28,"Show me, show me.","['Show', 'show']",0.2861833684146404
Macbeth,Tragedy,First Witch,1,3,29,"Here I have a pilot's thumb,","['pilot', 'thumb']",-0.12186872214078903
Macbeth,Tragedy,First Witch,1,3,30,Wreck'd as homeward he did come.,"['Wreck', 'homeward', 'come']",-0.6041922681033611
Macbeth,Tragedy,Third Witch,1,3,31,"A drum, a drum!","['drum', 'drum']",0.41520920023322105
Macbeth,Tragedy,Third Witch,1,3,32,Macbeth doth come.,"['doth', 'come']",-0.05947995185852051
Macbeth,Tragedy,All,1,3,33,"The weird sisters, hand in hand,","['weird', 'sisters', 'hand', 'hand']",0.021467097103595734
Macbeth,Tragedy,All,1,3,34,"Posters of the sea and land,","['Posters', 'sea', 'land']",0.04086916148662567
Macbeth,Tragedy,All,1,3,35,"Thus do go about, about:","['Thus', 'go']",0.032411977648735046
Macbeth,Tragedy,All,1,3,36,Thrice to thine and thrice to mine,"['Thrice', 'thrice']",0.08175279945135117
Macbeth,Tragedy,All,1,3,37,"And thrice again, to make up nine.","['thrice', 'make', 'nine']",0.048698149621486664
Macbeth,Tragedy,All,1,3,38,Peace! the charm's wound up.,"['Peace', 'charm', 'wound']",0.32022909075021744
Macbeth,Tragedy,Macbeth,1,3,39,So foul and fair a day I have not seen.,"['foul', 'fair', 'day', 'seen']",-0.8762638121843338
Macbeth,Tragedy,Banquo,1,3,40,How far is't call'd to Forres? What are these,"['far', ""is't"", 'call', 'Forres']",-0.022598646581172943
Macbeth,Tragedy,Banquo,1,3,41,"So wither'd and so wild in their attire,","['wither', 'wild', 'attire']",-0.18574755638837814
Macbeth,Tragedy,Banquo,1,3,42,"That look not like the inhabitants o' the earth,","['look', 'like', 'inhabitants', 'earth']",-0.712054492905736
Macbeth,Tragedy,Banquo,1,3,43,And yet are on't? Live you? or are you aught,"['yet', ""n't"", 'Live', 'aught']",-0.4796935636550188
Macbeth,Tragedy,Banquo,1,3,44,"That man may question? You seem to understand me,","['man', 'may', 'question', 'seem', 'understand']",0.11865072697401047
Macbeth,Tragedy,Banquo,1,3,45,By each at once her chappy finger laying,"['chappy', 'finger', 'laying']",0.029183875769376755
Macbeth,Tragedy,Banquo,1,3,46,"Upon her skinny lips: you should be women,","['Upon', 'skinny', 'lips', 'women']",-0.13159260153770447
Macbeth,Tragedy,Banquo,1,3,47,And yet your beards forbid me to interpret,"['yet', 'beards', 'forbid', 'interpret']",-0.642489654943347
Macbeth,Tragedy,Banquo,1,3,48,That you are so.,[],0.01408948004245758
Macbeth,Tragedy,Macbeth,1,3,49,"Speak, if you can: what are you?",['Speak'],-0.03122687339782715
Macbeth,Tragedy,First Witch,1,3,50,"All hail, Macbeth! hail to thee, thane of Glamis!","['hail', 'hail', 'thane', 'Glamis']",0.7490594764240086
Macbeth,Tragedy,Second Witch,1,3,51,"All hail, Macbeth, hail to thee, thane of Cawdor!","['hail', 'hail', 'thane', 'Cawdor']",0.6812846483662724
Macbeth,Tragedy,Third Witch,1,3,52,"All hail, Macbeth, thou shalt be king hereafter!","['hail', 'shalt', 'king', 'hereafter']",0.5236249752342701
Macbeth,Tragedy,Banquo,1,3,53,"Good sir, why do you start; and seem to fear","['Good', 'sir', 'start', 'seem', 'fear']",-0.44254818372428417
Macbeth,Tragedy,Banquo,1,3,54,"Things that do sound so fair? I' the name of truth,","['Things', 'sound', 'fair', 'name', 'truth']",-0.043097853660583496
Macbeth,Tragedy,Banquo,1,3,55,"Are ye fantastical, or that indeed","['fantastical', 'indeed']",-0.02605629339814186
Macbeth,Tragedy,Banquo,1,3,56,Which outwardly ye show? My noble partner,"['outwardly', 'show', 'noble', 'partner']",0.30602290015667677
Macbeth,Tragedy,Banquo,1,3,57,You greet with present grace and great prediction,"['greet', 'present', 'grace', 'great', 'prediction']",0.8592679048888385
Macbeth,Tragedy,Banquo,1,3,58,"Of noble having and of royal hope,","['noble', 'royal', 'hope']",0.43884344957768917
Macbeth,Tragedy,Banquo,1,3,59,That he seems rapt withal: to me you speak not.,"['seems', 'rapt', 'withal', 'speak']",0.07182512432336807
Macbeth,Tragedy,Banquo,1,3,60,"If you can look into the seeds of time,","['look', 'seeds', 'time']",0.13217580318450928
Macbeth,Tragedy,Banquo,1,3,61,"And say which grain will grow and which will not,","['say', 'grain', 'grow']",-0.10296957939863205
Macbeth,Tragedy,Banquo,1,3,62,"Speak then to me, who neither beg nor fear","['Speak', 'neither', 'beg', 'fear']",0.048118531703948975
Macbeth,Tragedy,Banquo,1,3,63,Your favours nor your hate.,"['favours', 'hate']",-0.29487862065434456
Macbeth,Tragedy,First Witch,1,3,64,Hail!,['Hail'],0.12497252225875854
Macbeth,Tragedy,Second Witch,1,3,65,Hail!,['Hail'],0.12497252225875854
Macbeth,Tragedy,Third Witch,1,3,66,Hail!,['Hail'],0.12497252225875854
Macbeth,Tragedy,First Witch,1,3,67,"Lesser than Macbeth, and greater.","['Lesser', 'greater']",0.46112847700715065
Macbeth,Tragedy,Second Witch,1,3,68,"Not so happy, yet much happier.","['happy', 'yet', 'much', 'happier']",0.15708708763122559
Macbeth,Tragedy,Third Witch,1,3,69,"Thou shalt get kings, though thou be none:","['shalt', 'get', 'kings', 'though', 'none']",0.0542420893907547
Macbeth,Tragedy,Third Witch,1,3,70,"So all hail, Macbeth and Banquo!",['hail'],0.9053973647532985
Macbeth,Tragedy,First Witch,1,3,71,"Banquo and Macbeth, all hail!",['hail'],0.9054930952843279
Macbeth,Tragedy,Macbeth,1,3,72,"Stay, you imperfect speakers, tell me more:","['Stay', 'imperfect', 'speakers', 'tell']",-0.3401138223707676
Macbeth,Tragedy,Macbeth,1,3,73,By Sinel's death I know I am thane of Glamis;,"['Sinel', 'death', 'know', 'thane', 'Glamis']",-0.15830718725919724
Macbeth,Tragedy,Macbeth,1,3,74,"But how of Cawdor? the thane of Cawdor lives,","['Cawdor', 'thane', 'Cawdor', 'lives']",-0.025864560157060623
Macbeth,Tragedy,Macbeth,1,3,75,A prosperous gentleman; and to be king,"['prosperous', 'gentleman', 'king']",0.5067412927746773
Macbeth,Tragedy,Macbeth,1,3,76,"Stands not within the prospect of belief,","['Stands', 'within', 'prospect', 'belief']",-0.3815496452152729
Macbeth,Tragedy,Macbeth,1,3,77,No more than to be Cawdor. Say from whence,"['Cawdor', 'Say']",-0.17303697764873505
Macbeth,Tragedy,Macbeth,1,3,78,You owe this strange intelligence? or why,"['owe', 'strange', 'intelligence']",-0.4279839675873518
Macbeth,Tragedy,Macbeth,1,3,79,Upon this blasted heath you stop our way,"['Upon', 'blasted', 'heath', 'stop', 'way']",-0.6201529130339622
Macbeth,Tragedy,Macbeth,1,3,80,"With such prophetic greeting? Speak, I charge you.","['prophetic', 'greeting', 'Speak', 'charge']",-0.3258204348385334
Macbeth,Tragedy,Banquo,1,3,81,"The earth hath bubbles, as the water has,","['earth', 'bubbles', 'water']",0.18307869881391525
Macbeth,Tragedy,Banquo,1,3,82,And these are of them. Whither are they vanish'd?,"['Whither', 'vanish']",-0.23643137142062187
Macbeth,Tragedy,Macbeth,1,3,83,Into the air; and what seem'd corporal melted,"['air', 'seem', 'corporal', 'melted']",-0.07118997722864151
Macbeth,Tragedy,Macbeth,1,3,84,As breath into the wind. Would they had stay'd!,"['breath', 'wind', 'Would', 'stay']",0.018237315118312836
Macbeth,Tragedy,Banquo,1,3,85,Were such things here as we do speak about?,"['things', 'speak']",-0.08524133078753948
Macbeth,Tragedy,Banquo,1,3,86,Or have we eaten on the insane root,"['eaten', 'insane', 'root']",-0.6162760918959975
Macbeth,Tragedy,Banquo,1,3,87,That takes the reason prisoner?,"['takes', 'reason', 'prisoner']",-0.215552793815732
Macbeth,Tragedy,Macbeth,1,3,88,Your children shall be kings.,"['children', 'shall', 'kings']",0.5559958647936583
Macbeth,Tragedy,Banquo,1,3,89,You shall be king.,"['shall', 'king']",0.5491740684956312
Macbeth,Tragedy,Macbeth,1,3,90,And thane of Cawdor too: went it not so?,"['thane', 'Cawdor', 'went']",-0.07137618958950043
Macbeth,Tragedy,Banquo,1,3,91,To the selfsame tune and words. Who's here?,"['selfsame', 'tune', 'words']",-0.19009904563426971
Macbeth,Tragedy,Ross,1,3,92,"The king hath happily received, Macbeth,","['king', 'happily', 'received']",0.7206671442836523
Macbeth,Tragedy,Ross,1,3,93,The news of thy success; and when he reads,"['news', 'success', 'reads']",0.16388233192265034
Macbeth,Tragedy,Ross,1,3,94,"Thy personal venture in the rebels' fight,","['personal', 'venture', 'rebels', 'fight']",-0.023063234984874725
Macbeth,Tragedy,Ross,1,3,95,His wonders and his praises do contend,"['wonders', 'praises', 'contend']",0.7549175680615008
Macbeth,Tragedy,Ross,1,3,96,"Which should be thine or his: silenced with that,",['silenced'],-0.07847746461629868
Macbeth,Tragedy,Ross,1,3,97,"In viewing o'er the rest o' the selfsame day,","['viewing', ""o'er"", 'rest', 'selfsame', 'day']",0.03361049294471741
Macbeth,Tragedy,Ross,1,3,98,"He finds thee in the stout Norweyan ranks,","['finds', 'stout', 'Norweyan', 'ranks']",0.10364936850965023
Macbeth,Tragedy,Ross,1,3,99,"Nothing afeard of what thyself didst make,","['Nothing', 'afeard', 'thyself', 'didst', 'make']",-0.17330359295010567
Macbeth,Tragedy,Ross,1,3,100,Strange images of death. As thick as hail,"['Strange', 'images', 'death', 'thick', 'hail']",-0.5690366849303246
Macbeth,Tragedy,Ross,1,3,101,Came post with post; and every one did bear,"['Came', 'post', 'post', 'every', 'one', 'bear']",0.055977918207645416
Macbeth,Tragedy,Ross,1,3,102,"Thy praises in his kingdom's great defence,","['praises', 'kingdom', 'great', 'defence']",0.7219712785445154
Macbeth,Tragedy,Ross,1,3,103,And pour'd them down before him.,['pour'],-0.23327792063355446
Macbeth,Tragedy,Angus,1,3,104,We are sent,['sent'],0.0793219655752182
Macbeth,Tragedy,Angus,1,3,105,To give thee from our royal master thanks;,"['give', 'royal', 'master', 'thanks']",0.3464515991508961
Macbeth,Tragedy,Angus,1,3,106,"Only to herald thee into his sight,","['herald', 'sight']",0.16757038980722427
Macbeth,Tragedy,Angus,1,3,107,Not pay thee.,['pay'],-0.37984247505664825
Macbeth,Tragedy,Ross,1,3,108,"And, for an earnest of a greater honour,","['earnest', 'greater', 'honour']",0.33760752715170383
Macbeth,Tragedy,Ross,1,3,109,"He bade me, from him, call thee thane of Cawdor:","['bade', 'call', 'thane', 'Cawdor']",0.06788654252886772
Macbeth,Tragedy,Ross,1,3,110,"In which addition, hail, most worthy thane!","['addition', 'hail', 'worthy', 'thane']",0.8084842013195157
Macbeth,Tragedy,Ross,1,3,111,For it is thine.,[],0.04097210615873337
Macbeth,Tragedy,Banquo,1,3,112,"What, can the devil speak true?","['devil', 'speak', 'true']",-0.5985693177208304
Macbeth,Tragedy,Macbeth,1,3,113,The thane of Cawdor lives: why do you dress me,"['thane', 'Cawdor', 'lives', 'dress']",-0.23903083987534046
Macbeth,Tragedy,Macbeth,1,3,114,In borrow'd robes?,"['borrow', 'robes']",-0.09073923900723457
Macbeth,Tragedy,Angus,1,3,115,Who was the thane lives yet;,"['thane', 'lives', 'yet']",-0.06486132740974426
Macbeth,Tragedy,Angus,1,3,116,But under heavy judgment bears that life,"['heavy', 'judgment', 'bears', 'life']",-0.3419259376823902
Macbeth,Tragedy,Angus,1,3,117,Which he deserves to lose. Whether he was combined,"['deserves', 'lose', 'Whether', 'combined']",-0.6831009639427066
Macbeth,Tragedy,Angus,1,3,118,"With those of Norway, or did line the rebel","['Norway', 'line', 'rebel']",-0.06148633733391762
Macbeth,Tragedy,Angus,1,3,119,"With hidden help and vantage, or that with both","['hidden', 'help', 'vantage']",0.03010455146431923
Macbeth,Tragedy,Angus,1,3,120,"He labour'd in his country's wreck, I know not;","['labour', 'country', 'wreck', 'know']",-0.4204411655664444
Macbeth,Tragedy,Angus,1,3,121,"But treasons capital, confess'd and proved,","['treasons', 'capital', 'confess', 'proved']",-0.07951950281858444
Macbeth,Tragedy,Angus,1,3,122,Have overthrown him.,['overthrown'],-0.5398326423019171
Macbeth,Tragedy,Macbeth,1,3,123,"[Aside]  Glamis, and thane of Cawdor!","['Aside', 'Glamis', 'thane', 'Cawdor']",0.12846687994897366
Macbeth,Tragedy,Macbeth,1,3,124,The greatest is behind.,"['greatest', 'behind']",0.46307540498673916
Macbeth,Tragedy,Macbeth,1,3,125,Thanks for your pains.,"['Thanks', 'pains']",0.6091943010687828
Macbeth,Tragedy,Macbeth,1,3,126,"Do you not hope your children shall be kings,","['hope', 'children', 'shall', 'kings']",-0.3332967981696129
