play_name,genre,character,act,scene,sentence,text,tokens,sentiment_score
Macbeth,Tragedy,Duncan,1,2,72,No more that thane of Cawdor shall deceive,"['thane', 'Cawdor', 'shall', 'deceive']",-0.5994
Macbeth,Tragedy,Duncan,1,2,73,"Our bosom interest: go pronounce his present death,","['bosom', 'interest', 'go', 'pronounce', 'present', 'death']",-0.2263
Macbeth,Tragedy,Duncan,1,2,74,And with his former title greet Macbeth.,"['former', 'title', 'greet']",0.3182
Macbeth,Tragedy,Ross,1,2,75,I'll see it done.,"['see', 'done']",0.0
Macbeth,Tragedy,Duncan,1,2,76,What he hath lost noble Macbeth hath won.,"['lost', 'noble']",0.6597
Macbeth,Tragedy,First Witch,1,3,1,"Where hast thou been, sister?",['sister'],0.0
Macbeth,Tragedy,Second Witch,1,3,2,Killing swine.,"['Killing', 'swine']",-0.6597
Macbeth,Tragedy,Third Witch,1,3,3,"Sister, where thou?",['Sister'],0.0
Macbeth,Tragedy,First Witch,1,3,4,"A sailor's wife had chestnuts in her lap,","['sailor', 'wife', 'chestnuts', 'lap']",0.0
Macbeth,Tragedy,First Witch,1,3,5,"And munch'd, and munch'd, and munch'd:--","['munch', 'munch', 'munch']",0.0
Macbeth,Tragedy,First Witch,1,3,6,"'Give me,' quoth I:","[""'Give"", 'quoth']",0.0
Macbeth,Tragedy,First Witch,1,3,7,"'Aroint thee, witch!' the rump-fed ronyon cries.","[""'Aroint"", 'witch', 'rump-fed', 'ronyon', 'cries']",-0.6696
Macbeth,Tragedy,First Witch,1,3,8,"Her husband's to Aleppo gone, master o' the Tiger:","['husband', 'Aleppo', 'gone', 'master', 'Tiger']",0.0
Macbeth,Tragedy,First Witch,1,3,9,"But in a sieve I'll thither sail,","['sieve', 'thither', 'sail']",0.0
Macbeth,Tragedy,First Witch,1,3,10,"And, like a rat without a tail,","['like', 'rat', 'without', 'tail']",0.3612
Macbeth,Tragedy,First Witch,1,3,11,"I'll do, I'll do, and I'll do.",[],0.0
Macbeth,Tragedy,Second Witch,1,3,12,I'll give thee a wind.,"['give', 'wind']",0.0
Macbeth,Tragedy,First Witch,1,3,13,Thou'rt kind.,"[""Thou'rt"", 'kind']",0.5267
Macbeth,Tragedy,Third Witch,1,3,14,And I another.,['another'],0.0
Macbeth,Tragedy,First Witch,1,3,15,"I myself have all the other,",[],0.0
Macbeth,Tragedy,First Witch,1,3,16,"And the very ports they blow,","['ports', 'blow']",0.0
Macbeth,Tragedy,First Witch,1,3,17,All the quarters that they know,"['quarters', 'know']",0.0
Macbeth,Tragedy,First Witch,1,3,18,I' the shipman's card.,"['shipman', 'card']",0.0
Macbeth,Tragedy,First Witch,1,3,19,I will drain him dry as hay:,"['drain', 'dry', 'hay']",0.0
Macbeth,Tragedy,First Witch,1,3,20,Sleep shall neither night nor day,"['Sleep', 'shall', 'neither', 'night', 'day']",0.0
Macbeth,Tragedy,First Witch,1,3,21,Hang upon his pent-house lid;,"['Hang', 'upon', 'pent-house', 'lid']",0.0
Macbeth,Tragedy,First Witch,1,3,22,He shall live a man forbid:,"['shall', 'live', 'man', 'forbid']",-0.3182
Macbeth,Tragedy,First Witch,1,3,23,Weary se'nnights nine times nine,"['Weary', ""se'nnights"", 'nine', 'times', 'nine']",-0.2732
Macbeth,Tragedy,First Witch,1,3,24,"Shall he dwindle, peak and pine:","['Shall', 'dwindle', 'peak', 'pine']",0.0
Macbeth,Tragedy,First Witch,1,3,25,"Though his bark cannot be lost,","['Though', 'bark', 'lost']",0.2411
Macbeth,Tragedy,First Witch,1,3,26,Yet it shall be tempest-tost.,"['Yet', 'shall', 'tempest-tost']",0.0
Macbeth,Tragedy,First Witch,1,3,27,Look what I have.,['Look'],0.0
Macbeth,Tragedy,Second Witch,1,3,28,"Show me, show me.","['Show', 'show']",0.0
Macbeth,Tragedy,First Witch,1,3,29,"Here I have a pilot's thumb,","['pilot', 'thumb']",0.0
Macbeth,Tragedy,First Witch,1,3,30,Wreck'd as homeward he did come.,"['Wreck', 'homeward', 'come']",0.0
Macbeth,Tragedy,Third Witch,1,3,31,"A drum, a drum!","['drum', 'drum']",0.0
Macbeth,Tragedy,Third Witch,1,3,32,Macbeth doth come.,"['doth', 'come']",0.0
Macbeth,Tragedy,All,1,3,33,"The weird sisters, hand in hand,","['weird', 'sisters', 'hand', 'hand']",0.6908
Macbeth,Tragedy,All,1,3,34,"Posters of the sea and land,","['Posters', 'sea', 'land']",0.0
Macbeth,Tragedy,All,1,3,35,"Thus do go about, about:","['Thus', 'go']",0.0
Macbeth,Tragedy,All,1,3,36,Thrice to thine and thrice to mine,"['Thrice', 'thrice']",0.0
Macbeth,Tragedy,All,1,3,37,"And thrice again, to make up nine.","['thrice', 'make', 'nine']",0.0
Macbeth,Tragedy,All,1,3,38,Peace! the charm's wound up.,"['Peace', 'charm', 'wound']",0.5848
Macbeth,Tragedy,Macbeth,1,3,39,So foul and fair a day I have not seen.,"['foul', 'fair', 'day', 'seen']",0.3744
Macbeth,Tragedy,Banquo,1,3,40,How far is't call'd to Forres? What are these,"['far', ""is't"", 'call', 'Forres']",0.0
Macbeth,Tragedy,Banquo,1,3,41,"So wither'd and so wild in their attire,","['wither', 'wild', 'attire']",0.0
Macbeth,Tragedy,Banquo,1,3,42,"That look not like the inhabitants o' the earth,","['look', 'like', 'inhabitants', 'earth']",-0.2755
Macbeth,Tragedy,Banquo,1,3,43,And yet are on't? Live you? or are you aught,"['yet', ""n't"", 'Live', 'aught']",0.0
Macbeth,Tragedy,Banquo,1,3,44,"That man may question? You seem to understand me,","['man', 'may', 'question', 'seem', 'understand']",0.0
Macbeth,Tragedy,Banquo,1,3,45,By each at once her chappy finger laying,"['chappy', 'finger', 'laying']",0.0
Macbeth,Tragedy,Banquo,1,3,46,"Upon her skinny lips: you should be women,","['Upon', 'skinny', 'lips', 'women']",0.0
Macbeth,Tragedy,Banquo,1,3,47,And yet your beards forbid me to interpret,"['yet', 'beards', 'forbid', 'interpret']",-0.3182
Macbeth,Tragedy,Banquo,1,3,48,That you are so.,[],0.0
Macbeth,Tragedy,Macbeth,1,3,49,"Speak, if you can: what are you?",['Speak'],0.0
Macbeth,Tragedy,First Witch,1,3,50,"All hail, Macbeth! hail to thee, thane of Glamis!","['hail', 'hail', 'thane', 'Glamis']",0.2924
Macbeth,Tragedy,Second Witch,1,3,51,"All hail, Macbeth, hail to thee, thane of Cawdor!","['hail', 'hail', 'thane', 'Cawdor']",0.2244
Macbeth,Tragedy,Third Witch,1,3,52,"All hail, Macbeth, thou shalt be king hereafter!","['hail', 'shalt', 'king', 'hereafter']",0.1511
Macbeth,Tragedy,Banquo,1,3,53,"Good sir, why do you start; and seem to fear","['Good', 'sir', 'start', 'seem', 'fear']",-0.0772
Macbeth,Tragedy,Banquo,1,3,54,"Things that do sound so fair? I' the name of truth,","['Things', 'sound', 'fair', 'name', 'truth']",0.6476
Macbeth,Tragedy,Banquo,1,3,55,"Are ye fantastical, or that indeed","['fantastical', 'indeed']",0.4588
Macbeth,Tragedy,Banquo,1,3,56,Which outwardly ye show? My noble partner,"['outwardly', 'show', 'noble', 'partner']",0.4588
Macbeth,Tragedy,Banquo,1,3,57,You greet with present grace and great prediction,"['greet', 'present', 'grace', 'great', 'prediction']",0.8481
Macbeth,Tragedy,Banquo,1,3,58,"Of noble having and of royal hope,","['noble', 'royal', 'hope']",0.7096
Macbeth,Tragedy,Banquo,1,3,59,That he seems rapt withal: to me you speak not.,"['seems', 'rapt', 'withal', 'speak']",0.0
Macbeth,Tragedy,Banquo,1,3,60,"If you can look into the seeds of time,","['look', 'seeds', 'time']",0.0
Macbeth,Tragedy,Banquo,1,3,61,"And say which grain will grow and which will not,","['say', 'grain', 'grow']",0.0
Macbeth,Tragedy,Banquo,1,3,62,"Speak then to me, who neither beg nor fear","['Speak', 'neither', 'beg', 'fear']",-0.297
Macbeth,Tragedy,Banquo,1,3,63,Your favours nor your hate.,"['favours', 'hate']",0.7002
Macbeth,Tragedy,First Witch,1,3,64,Hail!,['Hail'],0.1511
Macbeth,Tragedy,Second Witch,1,3,65,Hail!,['Hail'],0.1511
Macbeth,Tragedy,Third Witch,1,3,66,Hail!,['Hail'],0.1511
Macbeth,Tragedy,First Witch,1,3,67,"Lesser than Macbeth, and greater.","['Lesser', 'greater']",0.3612
Macbeth,Tragedy,Second Witch,1,3,68,"Not so happy, yet much happier.","['happy', 'yet', 'much', 'happier']",0.0478
Macbeth,Tragedy,Third Witch,1,3,69,"Thou shalt get kings, though thou be none:","['shalt', 'get', 'kings', 'though', 'none']",0.0
Macbeth,Tragedy,Third Witch,1,3,70,"So all hail, Macbeth and Banquo!",['hail'],0.2193
Macbeth,Tragedy,First Witch,1,3,71,"Banquo and Macbeth, all hail!",['hail'],0.1511
Macbeth,Tragedy,Macbeth,1,3,72,"Stay, you imperfect speakers, tell me more:","['Stay', 'imperfect', 'speakers', 'tell']",-0.3182
Macbeth,Tragedy,Macbeth,1,3,73,By Sinel's death I know I am thane of Glamis;,"['Sinel', 'death', 'know', 'thane', 'Glamis']",-0.5994
Macbeth,Tragedy,Macbeth,1,3,74,"But how of Cawdor? the thane of Cawdor lives,","['Cawdor', 'thane', 'Cawdor', 'lives']",0.0
Macbeth,Tragedy,Macbeth,1,3,75,A prosperous gentleman; and to be king,"['prosperous', 'gentleman', 'king']",0.4767
Macbeth,Tragedy,Macbeth,1,3,76,"Stands not within the prospect of belief,","['Stands', 'within', 'prospect', 'belief']",-0.2235
Macbeth,Tragedy,Macbeth,1,3,77,No more than to be Cawdor. Say from whence,"['Cawdor', 'Say']",-0.296
Macbeth,Tragedy,Macbeth,1,3,78,You owe this strange intelligence? or why,"['owe', 'strange', 'intelligence']",0.2732
Macbeth,Tragedy,Macbeth,1,3,79,Upon this blasted heath you stop our way,"['Upon', 'blasted', 'heath', 'stop', 'way']",-0.296
Macbeth,Tragedy,Macbeth,1,3,80,"With such prophetic greeting? Speak, I charge you.","['prophetic', 'greeting', 'Speak', 'charge']",0.3818
Macbeth,Tragedy,Banquo,1,3,81,"The earth hath bubbles, as the water has,","['earth', 'bubbles', 'water']",0.0
Macbeth,Tragedy,Banquo,1,3,82,And these are of them. Whither are they vanish'd?,"['Whither', 'vanish']",0.0
Macbeth,Tragedy,Macbeth,1,3,83,Into the air; and what seem'd corporal melted,"['air', 'seem', 'corporal', 'melted']",0.0
Macbeth,Tragedy,Macbeth,1,3,84,As breath into the wind. Would they had stay'd!,"['breath', 'wind', 'Would', 'stay']",0.0
Macbeth,Tragedy,Banquo,1,3,85,Were such things here as we do speak about?,"['things', 'speak']",0.0
Macbeth,Tragedy,Banquo,1,3,86,Or have we eaten on the insane root,"['eaten', 'insane', 'root']",-0.4019
Macbeth,Tragedy,Banquo,1,3,87,That takes the reason prisoner?,"['takes', 'reason', 'prisoner']",-0.5423
Macbeth,Tragedy,Macbeth,1,3,88,Your children shall be kings.,"['children', 'shall', 'kings']",0.0
Macbeth,Tragedy,Banquo,1,3,89,You shall be king.,"['shall', 'king']",0.0
Macbeth,Tragedy,Macbeth,1,3,90,And thane of Cawdor too: went it not so?,"['thane', 'Cawdor', 'went']",0.0
Macbeth,Tragedy,Banquo,1,3,91,To the selfsame tune and words. Who's here?,"['selfsame', 'tune', 'words']",0.0
Macbeth,Tragedy,Ross,1,3,92,"The king hath happily received, Macbeth,","['king', 'happily', 'received']",0.5574
Macbeth,Tragedy,Ross,1,3,93,The news of thy success; and when he reads,"['news', 'success', 'reads']",0.5719
Macbeth,Tragedy,Ross,1,3,94,"Thy personal venture in the rebels' fight,","['personal', 'venture', 'rebels', 'fight']",-0.5267
Macbeth,Tragedy,Ross,1,3,95,His wonders and his praises do contend,"['wonders', 'praises', 'contend']",0.5574
Macbeth,Tragedy,Ross,1,3,96,"Which should be thine or his: silenced with that,",['silenced'],0.0
Macbeth,Tragedy,Ross,1,3,97,"In viewing o'er the rest o' the selfsame day,","['viewing', ""o'er"", 'rest', 'selfsame', 'day']",0.0
Macbeth,Tragedy,Ross,1,3,98,"He finds thee in the stout Norweyan ranks,","['finds', 'stout', 'Norweyan', 'ranks']",0.1779
Macbeth,Tragedy,Ross,1,3,99,"Nothing afeard of what thyself didst make,","['Nothing', 'afeard', 'thyself', 'didst', 'make']",0.0
Macbeth,Tragedy,Ross,1,3,100,Strange images of death. As thick as hail,"['Strange', 'images', 'death', 'thick', 'hail']",-0.6597
Macbeth,Tragedy,Ross,1,3,101,Came post with post; and every one did bear,"['Came', 'post', 'post', 'every', 'one', 'bear']",0.0
Macbeth,Tragedy,Ross,1,3,102,"Thy praises in his kingdom's great defence,","['praises', 'kingdom', 'great', 'defence']",0.836
Macbeth,Tragedy,Ross,1,3,103,And pour'd them down before him.,['pour'],0.0
Macbeth,Tragedy,Angus,1,3,104,We are sent,['sent'],0.0
Macbeth,Tragedy,Angus,1,3,105,To give thee from our royal master thanks;,"['give', 'royal', 'master', 'thanks']",0.4404
Macbeth,Tragedy,Angus,1,3,106,"Only to herald thee into his sight,","['herald', 'sight']",0.0
Macbeth,Tragedy,Angus,1,3,107,Not pay thee.,['pay'],0.0762
Macbeth,Tragedy,Ross,1,3,108,"And, for an earnest of a greater honour,","['earnest', 'greater', 'honour']",0.8591
Macbeth,Tragedy,Ross,1,3,109,"He bade me, from him, call thee thane of Cawdor:","['bade', 'call', 'thane', 'Cawdor']",0.0
Macbeth,Tragedy,Ross,1,3,110,"In which addition, hail, most worthy thane!","['addition', 'hail', 'worthy', 'thane']",0.5838
Macbeth,Tragedy,Ross,1,3,111,For it is thine.,[],0.0
Macbeth,Tragedy,Banquo,1,3,112,"What, can the devil speak true?","['devil', 'speak', 'true']",-0.3818
Macbeth,Tragedy,Macbeth,1,3,113,The thane of Cawdor lives: why do you dress me,"['thane', 'Cawdor', 'lives', 'dress']",0.0
Macbeth,Tragedy,Macbeth,1,3,114,In borrow'd robes?,"['borrow', 'robes']",0.0
Macbeth,Tragedy,Angus,1,3,115,Who was the thane lives yet;,"['thane', 'lives', 'yet']",0.0
Macbeth,Tragedy,Angus,1,3,116,But under heavy judgment bears that life,"['heavy', 'judgment', 'bears', 'life']",0.0
Macbeth,Tragedy,Angus,1,3,117,Which he deserves to lose. Whether he was combined,"['deserves', 'lose', 'Whether', 'combined']",-0.4019
Macbeth,Tragedy,Angus,1,3,118,"With those of Norway, or did line the rebel","['Norway', 'line', 'rebel']",-0.1531
Macbeth,Tragedy,Angus,1,3,119,"With hidden help and vantage, or that with both","['hidden', 'help', 'vantage']",0.4019
Macbeth,Tragedy,Angus,1,3,120,"He labour'd in his country's wreck, I know not;","['labour', 'country', 'wreck', 'know']",-0.4404
Macbeth,Tragedy,Angus,1,3,121,"But treasons capital, confess'd and proved,","['treasons', 'capital', 'confess', 'proved']",0.0
Macbeth,Tragedy,Angus,1,3,122,Have overthrown him.,['overthrown'],0.0
Macbeth,Tragedy,Macbeth,1,3,123,"[Aside]  Glamis, and thane of Cawdor!","['Aside', 'Glamis', 'thane', 'Cawdor']",0.0
Macbeth,Tragedy,Macbeth,1,3,124,The greatest is behind.,"['greatest', 'behind']",0.6369
Macbeth,Tragedy,Macbeth,1,3,125,Thanks for your pains.,"['Thanks', 'pains']",0.0258
Macbeth,Tragedy,Macbeth,1,3,126,"Do you not hope your children shall be kings,","['hope', 'children', 'shall', 'kings']",-0.3412
Macbeth,Tragedy,Macbeth,1,3,127,When those that gave the thane of Cawdor to me,"['gave', 'thane', 'Cawdor']",0.0
Macbeth,Tragedy,Macbeth,1,3,128,Promised no less to them?,"['Promised', 'less']",0.0772
Macbeth,Tragedy,Banquo,1,3,129,That trusted home,"['trusted', 'home']",0.4767
Macbeth,Tragedy,Banquo,1,3,130,"Might yet enkindle you unto the crown,","['Might', 'yet', 'enkindle', 'unto', 'crown']",0.0
Macbeth,Tragedy,Banquo,1,3,131,Besides the thane of Cawdor. But 'tis strange:,"['Besides', 'thane', 'Cawdor', ""'t"", 'strange']",-0.296
Macbeth,Tragedy,Banquo,1,3,132,"And oftentimes, to win us to our harm,","['oftentimes', 'win', 'harm']",0.0772
Macbeth,Tragedy,Banquo,1,3,133,"The instruments of darkness tell us truths,","['instruments', 'darkness', 'tell', 'truths']",0.2023
Macbeth,Tragedy,Banquo,1,3,134,"Win us with honest trifles, to betray's","['Win', 'honest', 'trifles', 'betray']",0.7964
Macbeth,Tragedy,Banquo,1,3,135,In deepest consequence.,"['deepest', 'consequence']",0.0
Macbeth,Tragedy,Banquo,1,3,136,"Cousins, a word, I pray you.","['Cousins', 'word', 'pray']",0.3182
Macbeth,Tragedy,Macbeth,1,3,137,"[Aside]	Two truths are told,","['Aside', 'Two', 'truths', 'told']",0.4215
Macbeth,Tragedy,Macbeth,1,3,138,As happy prologues to the swelling act,"['happy', 'prologues', 'swelling', 'act']",0.5719
Macbeth,Tragedy,Macbeth,1,3,139,"Of the imperial theme.--I thank you, gentlemen.","['imperial', 'theme.', 'thank', 'gentlemen']",0.3612
Macbeth,Tragedy,Macbeth,1,3,140,"Cannot be ill, cannot be good: if ill,","['ill', 'good', 'ill']",-0.4356
Macbeth,Tragedy,Macbeth,1,3,141,"Why hath it given me earnest of success,","['given', 'earnest', 'success']",0.7906
Macbeth,Tragedy,Macbeth,1,3,142,Commencing in a truth? I am thane of Cawdor:,"['Commencing', 'truth', 'thane', 'Cawdor']",0.3182
Macbeth,Tragedy,Macbeth,1,3,143,"If good, why do I yield to that suggestion","['good', 'yield', 'suggestion']",0.4404
